27325,258,3
171,U6,197,278,66,238,318,141
5,U6,200,136,0,242,205,41
179,U6,79,0,41,134,43,88
290,U6,0,193,63,45,234,114
71,U6,79,0,88,124,45,130
34,U6,201,72,152,242,124,207
112,U3,0,86,0,48,131,65
127,U3,0,131,0,55,172,57
279,U6,79,0,130,135,44,174
132,U3,0,172,0,53,219,58
100,U3,0,219,0,61,266,54
49,U3,0,266,0,45,308,47
393,U3,45,266,0,100,317,59
326,U6,156,0,240,213,53,284
285,U3,100,219,0,178,275,41
144,U3,178,219,0,220,284,55
53,U3,178,266,55,243,312,113
334,U3,178,219,113,220,287,185
256,U3,100,266,41,149,313,116
89,U3,100,275,116,167,317,165
282,U3,178,219,185,235,280,233
353,U3,45,266,165,136,311,215
164,U3,0,266,59,79,307,105
340,U3,61,172,41,108,223,127
345,U6,0,278,146,83,318,196
250,U3,45,266,105,88,316,163
128,U3,136,219,165,176,290,235
308,U3,108,172,41,156,220,133
33,U3,0,266,105,40,306,204
354,U3,178,172,55,219,223,105
320,U3,61,223,41,116,265,108
201,U3,61,172,133,117,247,189
126,U3,61,172,189,136,226,244
26,U6,133,278,80,197,318,148
217,U3,178,223,55,232,264,113
314,U6,119,194,143,176,234,194
155,U3,0,172,58,61,234,118
376,U3,0,172,118,43,243,206
356,U3,136,131,133,230,193,175
176,U3,117,220,41,178,266,137
142,U3,55,131,0,109,171,97
51,U3,156,131,175,229,188,243
378,U3,55,86,97,102,134,190
168,U3,156,131,0,240,206,42
116,U3,102,42,0,152,129,52
83,U3,109,86,52,150,159,112
397,U3,55,86,190,106,162,243
95,U3,0,86,65,51,136,164
400,U3,152,86,42,198,160,120
129,U3,198,86,42,241,137,129
117,U3,152,42,0,238,122,41
41,U3,152,42,129,234,88,175
14,U3,152,42,175,208,116,223
79,U3,0,86,164,55,147,208
277,U3,152,0,41,200,56,125
76,U3,102,42,112,149,131,190
187,U3,87,0,52,133,85,107
180,U3,0,42,53,85,85,134
82,U1,0,0,0,69,92,47
323,U3,0,0,134,82,84,182
322,U1,0,92,0,51,149,93
31,U1,0,149,0,63,234,65
199,U3,0,0,182,98,65,232
255,U1,0,234,0,91,307,51
86,U1,91,234,0,163,296,43
386,U3,98,0,190,150,84,243
337,U3,200,0,41,240,81,121
242,U3,87,0,107,150,42,179
371,U1,163,234,0,224,314,49
342,U1,163,234,49,219,287,130
196,U1,0,234,51,95,291,91
66,U1,0,234,91,76,300,142
92,U1,95,234,43,151,310,84
349,U1,76,234,91,150,310,140
379,U1,63,149,0,136,194,84
278,U1,63,149,84,159,197,145
185,U1,51,92,0,147,147,40
228,U1,159,149,0,214,197,70
292,U1,159,149,70,199,199,145
304,U1,0,92,93,57,185,155
248,U1,57,92,40,141,138,134
94,U1,69,0,0,137,71,47
124,U1,137,0,0,214,70,72
344,U3,150,0,125,234,40,185
202,U1,137,0,72,217,59,118
108,U1,69,0,47,121,79,102
385,U1,147,70,0,204,130,87
364,U1,147,59,87,216,148,139
191,U1,0,0,102,98,44,147
55,U1,0,44,102,98,92,158
192,U2,0,0,0,66,75,86
190,U2,0,75,0,70,126,76
243,U3,87,0,0,142,42,48
45,U2,0,126,0,66,187,80
93,U2,0,187,0,57,259,68
234,U2,0,259,0,85,314,85
346,U2,85,187,0,131,267,85
9,U2,131,187,0,203,269,44
351,U2,131,259,44,209,315,118
339,U2,131,187,44,188,259,140
237,U2,0,259,85,71,308,139
35,U2,0,187,85,90,248,157
281,U2,71,248,85,131,312,159
91,U1,137,0,118,222,56,159
265,U2,70,75,0,137,161,73
321,U2,137,75,0,196,154,88
188,U2,66,0,0,143,55,84
246,U2,137,75,88,202,147,161
136,U2,0,75,80,80,138,125
301,U2,0,138,80,78,184,130
103,U1,0,0,47,65,66,88
104,U2,80,75,73,134,142,128
4,U2,143,0,0,202,71,60
274,U4,0,0,0,48,85,92
366,U4,0,85,0,91,161,50
85,U1,63,194,0,122,234,51
254,U2,90,187,85,131,247,146
135,U2,143,0,60,206,56,157
146,U4,0,161,0,63,228,79
259,U4,0,228,0,75,277,88
56,U4,75,228,0,165,315,46
84,U2,0,0,86,96,55,135
377,U2,131,267,118,224,317,162
350,U4,75,228,46,169,305,109
313,U4,169,228,0,235,284,87
238,U2,96,0,84,143,71,139
225,U4,75,228,109,170,301,177
145,U2,78,142,73,134,183,127
133,U4,170,228,87,239,304,178
46,U4,170,228,178,240,318,222
184,U4,75,228,177,129,284,229
131,U4,0,228,88,72,307,138
324,U4,0,228,138,57,303,201
27,U4,63,161,0,154,216,95
296,U4,154,161,0,236,222,93
173,U4,154,85,93,223,174,161
361,U4,154,85,161,224,177,209
283,U4,63,85,95,154,164,147
257,U4,91,85,0,175,154,72
384,U4,91,85,147,150,165,234
388,U3,150,0,185,241,40,241
28,U3,152,88,129,228,130,175
318,U4,0,85,79,63,175,123
348,U4,154,177,93,241,226,153
130,U4,0,85,147,91,171,200
169,U2,85,269,0,130,317,82
43,U4,48,0,0,113,76,97
362,U4,175,85,0,243,159,81
48,U4,113,0,0,166,70,71
1,U4,0,161,201,67,257,243
99,U4,113,0,71,208,81,141
227,U4,67,171,95,141,227,162
122,U4,154,177,153,229,224,240
141,U4,166,0,141,216,83,216
336,U4,166,0,0,233,63,58
134,U4,113,0,141,158,84,240
205,U4,48,0,97,91,69,183
44,U4,0,0,92,43,80,191
319,U4,67,171,162,153,227,244
390,U4,0,0,191,83,77,242
69,U3,106,86,190,151,145,239
170,U4,0,277,0,60,318,72
160,U4,0,177,95,67,224,192
197,U1,0,185,65,52,231,144
40,U4,0,85,200,62,150,243
241,NONE,-1,-1,-1,-1,-1,-1
380,NONE,-1,-1,-1,-1,-1,-1
219,NONE,-1,-1,-1,-1,-1,-1
338,NONE,-1,-1,-1,-1,-1,-1
358,NONE,-1,-1,-1,-1,-1,-1
375,NONE,-1,-1,-1,-1,-1,-1
249,NONE,-1,-1,-1,-1,-1,-1
261,NONE,-1,-1,-1,-1,-1,-1
80,NONE,-1,-1,-1,-1,-1,-1
210,NONE,-1,-1,-1,-1,-1,-1
42,NONE,-1,-1,-1,-1,-1,-1
294,NONE,-1,-1,-1,-1,-1,-1
203,NONE,-1,-1,-1,-1,-1,-1
303,NONE,-1,-1,-1,-1,-1,-1
114,NONE,-1,-1,-1,-1,-1,-1
236,NONE,-1,-1,-1,-1,-1,-1
13,NONE,-1,-1,-1,-1,-1,-1
352,NONE,-1,-1,-1,-1,-1,-1
233,NONE,-1,-1,-1,-1,-1,-1
17,NONE,-1,-1,-1,-1,-1,-1
359,NONE,-1,-1,-1,-1,-1,-1
78,NONE,-1,-1,-1,-1,-1,-1
137,NONE,-1,-1,-1,-1,-1,-1
357,NONE,-1,-1,-1,-1,-1,-1
331,NONE,-1,-1,-1,-1,-1,-1
158,NONE,-1,-1,-1,-1,-1,-1
370,NONE,-1,-1,-1,-1,-1,-1
224,NONE,-1,-1,-1,-1,-1,-1
252,NONE,-1,-1,-1,-1,-1,-1
198,NONE,-1,-1,-1,-1,-1,-1
289,NONE,-1,-1,-1,-1,-1,-1
328,NONE,-1,-1,-1,-1,-1,-1
182,NONE,-1,-1,-1,-1,-1,-1
269,NONE,-1,-1,-1,-1,-1,-1
29,NONE,-1,-1,-1,-1,-1,-1
229,NONE,-1,-1,-1,-1,-1,-1
156,NONE,-1,-1,-1,-1,-1,-1
115,NONE,-1,-1,-1,-1,-1,-1
275,NONE,-1,-1,-1,-1,-1,-1
57,NONE,-1,-1,-1,-1,-1,-1
111,NONE,-1,-1,-1,-1,-1,-1
138,NONE,-1,-1,-1,-1,-1,-1
106,NONE,-1,-1,-1,-1,-1,-1
369,NONE,-1,-1,-1,-1,-1,-1
360,NONE,-1,-1,-1,-1,-1,-1
235,NONE,-1,-1,-1,-1,-1,-1
139,NONE,-1,-1,-1,-1,-1,-1
365,NONE,-1,-1,-1,-1,-1,-1
311,NONE,-1,-1,-1,-1,-1,-1
73,NONE,-1,-1,-1,-1,-1,-1
253,NONE,-1,-1,-1,-1,-1,-1
218,NONE,-1,-1,-1,-1,-1,-1
121,NONE,-1,-1,-1,-1,-1,-1
347,NONE,-1,-1,-1,-1,-1,-1
355,NONE,-1,-1,-1,-1,-1,-1
207,NONE,-1,-1,-1,-1,-1,-1
36,NONE,-1,-1,-1,-1,-1,-1
47,NONE,-1,-1,-1,-1,-1,-1
335,NONE,-1,-1,-1,-1,-1,-1
72,NONE,-1,-1,-1,-1,-1,-1
276,NONE,-1,-1,-1,-1,-1,-1
61,NONE,-1,-1,-1,-1,-1,-1
163,NONE,-1,-1,-1,-1,-1,-1
291,NONE,-1,-1,-1,-1,-1,-1
105,NONE,-1,-1,-1,-1,-1,-1
343,NONE,-1,-1,-1,-1,-1,-1
195,NONE,-1,-1,-1,-1,-1,-1
215,NONE,-1,-1,-1,-1,-1,-1
39,NONE,-1,-1,-1,-1,-1,-1
220,NONE,-1,-1,-1,-1,-1,-1
307,NONE,-1,-1,-1,-1,-1,-1
389,NONE,-1,-1,-1,-1,-1,-1
74,NONE,-1,-1,-1,-1,-1,-1
67,NONE,-1,-1,-1,-1,-1,-1
152,NONE,-1,-1,-1,-1,-1,-1
258,NONE,-1,-1,-1,-1,-1,-1
24,NONE,-1,-1,-1,-1,-1,-1
62,NONE,-1,-1,-1,-1,-1,-1
312,NONE,-1,-1,-1,-1,-1,-1
162,NONE,-1,-1,-1,-1,-1,-1
262,NONE,-1,-1,-1,-1,-1,-1
363,NONE,-1,-1,-1,-1,-1,-1
398,NONE,-1,-1,-1,-1,-1,-1
59,NONE,-1,-1,-1,-1,-1,-1
298,NONE,-1,-1,-1,-1,-1,-1
399,NONE,-1,-1,-1,-1,-1,-1
120,NONE,-1,-1,-1,-1,-1,-1
11,NONE,-1,-1,-1,-1,-1,-1
327,NONE,-1,-1,-1,-1,-1,-1
221,NONE,-1,-1,-1,-1,-1,-1
147,NONE,-1,-1,-1,-1,-1,-1
165,NONE,-1,-1,-1,-1,-1,-1
374,NONE,-1,-1,-1,-1,-1,-1
309,NONE,-1,-1,-1,-1,-1,-1
341,NONE,-1,-1,-1,-1,-1,-1
150,NONE,-1,-1,-1,-1,-1,-1
244,NONE,-1,-1,-1,-1,-1,-1
367,NONE,-1,-1,-1,-1,-1,-1
32,NONE,-1,-1,-1,-1,-1,-1
178,NONE,-1,-1,-1,-1,-1,-1
102,NONE,-1,-1,-1,-1,-1,-1
204,NONE,-1,-1,-1,-1,-1,-1
87,NONE,-1,-1,-1,-1,-1,-1
64,NONE,-1,-1,-1,-1,-1,-1
247,NONE,-1,-1,-1,-1,-1,-1
113,NONE,-1,-1,-1,-1,-1,-1
189,NONE,-1,-1,-1,-1,-1,-1
251,NONE,-1,-1,-1,-1,-1,-1
193,NONE,-1,-1,-1,-1,-1,-1
271,NONE,-1,-1,-1,-1,-1,-1
300,NONE,-1,-1,-1,-1,-1,-1
65,NONE,-1,-1,-1,-1,-1,-1
154,NONE,-1,-1,-1,-1,-1,-1
373,NONE,-1,-1,-1,-1,-1,-1
231,NONE,-1,-1,-1,-1,-1,-1
286,NONE,-1,-1,-1,-1,-1,-1
10,NONE,-1,-1,-1,-1,-1,-1
332,NONE,-1,-1,-1,-1,-1,-1
16,NONE,-1,-1,-1,-1,-1,-1
302,NONE,-1,-1,-1,-1,-1,-1
153,NONE,-1,-1,-1,-1,-1,-1
295,NONE,-1,-1,-1,-1,-1,-1
143,NONE,-1,-1,-1,-1,-1,-1
240,NONE,-1,-1,-1,-1,-1,-1
223,NONE,-1,-1,-1,-1,-1,-1
270,NONE,-1,-1,-1,-1,-1,-1
8,NONE,-1,-1,-1,-1,-1,-1
70,NONE,-1,-1,-1,-1,-1,-1
194,NONE,-1,-1,-1,-1,-1,-1
299,NONE,-1,-1,-1,-1,-1,-1
329,NONE,-1,-1,-1,-1,-1,-1
260,NONE,-1,-1,-1,-1,-1,-1
109,NONE,-1,-1,-1,-1,-1,-1
263,NONE,-1,-1,-1,-1,-1,-1
288,NONE,-1,-1,-1,-1,-1,-1
245,NONE,-1,-1,-1,-1,-1,-1
7,NONE,-1,-1,-1,-1,-1,-1
37,NONE,-1,-1,-1,-1,-1,-1
148,NONE,-1,-1,-1,-1,-1,-1
211,NONE,-1,-1,-1,-1,-1,-1
21,NONE,-1,-1,-1,-1,-1,-1
230,NONE,-1,-1,-1,-1,-1,-1

